Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,OddH,OddD,OddA
2013/2014,Liga MX,27/04/2014,U.A.N.L.- Tigres,Atlas,2,1,H,,,,,,,,,,,,,,,2,3.3,3.61
2013/2014,Liga MX,27/04/2014,Chiapas,Atlante,5,2,H,,,,,,,,,,,,,,,1.75,3.59,4.39
2013/2014,Liga MX,27/04/2014,Puebla,Monarcas,3,1,H,,,,,,,,,,,,,,,3.46,3.26,2.07
2013/2014,Liga MX,27/04/2014,Toluca,Club America,1,1,D,,,,,,,,,,,,,,,2.97,3.13,2.37
2013/2014,Liga MX,27/04/2014,Guadalajara Chivas,Monterrey,0,1,A,,,,,,,,,,,,,,,2.16,3.19,3.3
2014/2015,Liga MX,10/01/2015,Santos Laguna,Veracruz,1,2,A,,,,,,,,,,,,,,,1.57,3.74,5.84
2014/2015,Liga MX,10/01/2015,Monarcas,Toluca,0,0,D,,,,,,,,,,,,,,,2.56,3.01,2.82
2014/2015,Liga MX,10/01/2015,Club America,Club Leon,3,2,H,,,,,,,,,,,,,,,1.79,3.49,4.29
2014/2015,Liga MX,10/01/2015,Puebla,Club Tijuana,2,1,H,,,,,,,,,,,,,,,2.1,3.1,3.59
2014/2015,Liga MX,11/01/2015,U.A.N.L.- Tigres,Atlas,0,1,A,,,,,,,,,,,,,,,2,3.15,3.84
2014/2015,Liga MX,11/01/2015,Chiapas,Guadalajara Chivas,2,1,H,,,,,,,,,,,,,,,2.21,3.08,3.31
2014/2015,Liga MX,11/01/2015,Pachuca,Cruz Azul,0,1,A,,,,,,,,,,,,,,,2.56,3.01,2.84
2014/2015,Liga MX,11/01/2015,U.N.A.M.- Pumas,Queretaro,1,1,D,,,,,,,,,,,,,,,2.14,3.15,3.44
2014/2015,Liga MX,11/01/2015,Leones Negros,Monterrey,1,0,H,,,,,,,,,,,,,,,2.62,2.9,2.86
2014/2015,Liga MX,17/01/2015,Queretaro,Leones Negros,1,0,H,,,,,,,,,,,,,,,2.21,2.92,3.54
2014/2015,Liga MX,17/01/2015,Veracruz,Puebla,3,1,H,,,,,,,,,,,,,,,2.56,2.88,2.95
2014/2015,Liga MX,17/01/2015,Club Tijuana,Club America,1,0,H,,,,,,,,,,,,,,,3.15,3.13,2.26
2014/2015,Liga MX,17/01/2015,Cruz Azul,Santos Laguna,1,0,H,,,,,,,,,,,,,,,1.93,3.33,3.83
2014/2015,Liga MX,18/01/2015,Monterrey,Pachuca,1,0,H,,,,,,,,,,,,,,,2.17,3.14,3.34
2014/2015,Liga MX,18/01/2015,Club Leon,U.A.N.L.- Tigres,0,1,A,,,,,,,,,,,,,,,2.11,3.16,3.45
2014/2015,Liga MX,18/01/2015,Atlas,Monarcas,2,1,H,,,,,,,,,,,,,,,2.32,3.05,3.14
2014/2015,Liga MX,18/01/2015,Toluca,Chiapas,3,0,H,,,,,,,,,,,,,,,2,3.18,3.83
2014/2015,Liga MX,18/01/2015,Guadalajara Chivas,U.N.A.M.- Pumas,2,1,H,,,,,,,,,,,,,,,2.13,3.1,3.5
2014/2015,Liga MX,24/01/2015,Monarcas,Club Leon,0,0,D,,,,,,,,,,,,,,,2.64,3.12,2.66
2014/2015,Liga MX,24/01/2015,Veracruz,Cruz Azul,0,0,D,,,,,,,,,,,,,,,3.26,3,2.29
2014/2015,Liga MX,24/01/2015,Santos Laguna,Monterrey,4,1,H,,,,,,,,,,,,,,,2.06,3.22,3.56
2014/2015,Liga MX,24/01/2015,Club America,Puebla,0,0,D,,,,,,,,,,,,,,,1.54,3.81,6.08
2014/2015,Liga MX,25/01/2015,U.A.N.L.- Tigres,Club Tijuana,1,2,A,,,,,,,,,,,,,,,1.78,3.29,4.75
2014/2015,Liga MX,25/01/2015,Pachuca,Queretaro,2,1,H,,,,,,,,,,,,,,,2.36,3.04,3.1
2014/2015,Liga MX,25/01/2015,Chiapas,Atlas,3,1,H,,,,,,,,,,,,,,,2.22,3.11,3.29
2014/2015,Liga MX,25/01/2015,U.N.A.M.- Pumas,Toluca,3,2,H,,,,,,,,,,,,,,,2.69,3,2.68
2014/2015,Liga MX,25/01/2015,Leones Negros,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,2.69,2.9,2.76
2014/2015,Liga MX,31/01/2015,Queretaro,Santos Laguna,0,1,A,,,,,,,,,,,,,,,2.48,3.13,2.82
2014/2015,Liga MX,31/01/2015,Club Tijuana,Monarcas,4,2,H,,,,,,,,,,,,,,,1.79,3.47,4.43
2014/2015,Liga MX,31/01/2015,Club America,U.A.N.L.- Tigres,1,0,H,,,,,,,,,,,,,,,1.91,3.26,4.04
2014/2015,Liga MX,31/01/2015,Puebla,Cruz Azul,0,0,D,,,,,,,,,,,,,,,3.23,3.03,2.3
2014/2015,Liga MX,01/02/2015,Guadalajara Chivas,Pachuca,1,0,H,,,,,,,,,,,,,,,2.27,3.03,3.25
2014/2015,Liga MX,01/02/2015,Monterrey,Veracruz,1,1,D,,,,,,,,,,,,,,,1.94,3.2,4.03
2014/2015,Liga MX,01/02/2015,Club Leon,Chiapas,1,1,D,,,,,,,,,,,,,,,1.86,3.39,4.08
2014/2015,Liga MX,01/02/2015,Atlas,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,2.33,3.04,3.16
2014/2015,Liga MX,01/02/2015,Toluca,Leones Negros,3,1,H,,,,,,,,,,,,,,,1.88,3.19,4.31
2014/2015,Liga MX,07/02/2015,Monarcas,Club America,2,2,D,,,,,,,,,,,,,,,3.75,3.34,1.96
2014/2015,Liga MX,07/02/2015,Veracruz,Queretaro,1,1,D,,,,,,,,,,,,,,,2.44,2.93,3.05
2014/2015,Liga MX,07/02/2015,Santos Laguna,Guadalajara Chivas,1,0,H,,,,,,,,,,,,,,,1.85,3.35,4.19
2014/2015,Liga MX,07/02/2015,Cruz Azul,Monterrey,1,0,H,,,,,,,,,,,,,,,1.74,3.34,4.92
2014/2015,Liga MX,08/02/2015,U.A.N.L.- Tigres,Puebla,1,0,H,,,,,,,,,,,,,,,1.69,3.39,5.28
2014/2015,Liga MX,08/02/2015,Pachuca,Toluca,1,1,D,,,,,,,,,,,,,,,2.64,3.01,2.73
2014/2015,Liga MX,08/02/2015,Chiapas,Club Tijuana,2,2,D,,,,,,,,,,,,,,,2.16,3.17,3.35
2014/2015,Liga MX,08/02/2015,U.N.A.M.- Pumas,Club Leon,1,3,A,,,,,,,,,,,,,,,2.61,3.13,2.68
2014/2015,Liga MX,08/02/2015,Leones Negros,Atlas,0,2,A,,,,,,,,,,,,,,,2.34,2.94,3.25
2014/2015,Liga MX,14/02/2015,Queretaro,Cruz Azul,1,2,A,,,,,,,,,,,,,,,2.88,2.91,2.62
2014/2015,Liga MX,14/02/2015,Club Tijuana,U.N.A.M.- Pumas,3,0,H,,,,,,,,,,,,,,,1.94,3.32,3.87
2014/2015,Liga MX,14/02/2015,Club America,Chiapas,5,0,H,,,,,,,,,,,,,,,1.54,3.8,6.09
2014/2015,Liga MX,14/02/2015,Puebla,Monterrey,2,0,H,,,,,,,,,,,,,,,2.38,3.01,3.09
2014/2015,Liga MX,15/02/2015,U.A.N.L.- Tigres,Monarcas,1,0,H,,,,,,,,,,,,,,,1.55,3.75,6.04
2014/2015,Liga MX,15/02/2015,Club Leon,Leones Negros,2,1,H,,,,,,,,,,,,,,,1.72,3.53,4.73
2014/2015,Liga MX,15/02/2015,Atlas,Pachuca,1,3,A,,,,,,,,,,,,,,,2.25,3.05,3.28
2014/2015,Liga MX,15/02/2015,Toluca,Santos Laguna,2,2,D,,,,,,,,,,,,,,,2.16,3.25,3.28
2014/2015,Liga MX,15/02/2015,Guadalajara Chivas,Veracruz,0,0,D,,,,,,,,,,,,,,,2.18,3.02,3.5
2014/2015,Liga MX,21/02/2015,Monarcas,Puebla,1,2,A,,,,,,,,,,,,,,,2.31,3.09,3.12
2014/2015,Liga MX,21/02/2015,Veracruz,Toluca,3,0,H,,,,,,,,,,,,,,,2.67,2.97,2.73
2014/2015,Liga MX,21/02/2015,Santos Laguna,Atlas,0,1,A,,,,,,,,,,,,,,,1.74,3.59,4.52
2014/2015,Liga MX,21/02/2015,Cruz Azul,Guadalajara Chivas,1,2,A,,,,,,,,,,,,,,,1.71,3.34,5.22
2014/2015,Liga MX,22/02/2015,Monterrey,Queretaro,2,1,H,,,,,,,,,,,,,,,2.04,3.17,3.68
2014/2015,Liga MX,22/02/2015,Pachuca,Club Leon,2,1,H,,,,,,,,,,,,,,,2.48,3.1,2.84
2014/2015,Liga MX,22/02/2015,Chiapas,U.A.N.L.- Tigres,1,0,H,,,,,,,,,,,,,,,2.82,3,2.56
2014/2015,Liga MX,22/02/2015,U.N.A.M.- Pumas,Club America,0,1,A,,,,,,,,,,,,,,,3.34,3.18,2.17
2014/2015,Liga MX,22/02/2015,Leones Negros,Club Tijuana,0,1,A,,,,,,,,,,,,,,,2.6,3.01,2.77
2014/2015,Liga MX,28/02/2015,Monarcas,Chiapas,3,2,H,,,,,,,,,,,,,,,2.37,3.14,2.99
2014/2015,Liga MX,28/02/2015,Club Tijuana,Pachuca,3,2,H,,,,,,,,,,,,,,,1.91,3.38,3.9
2014/2015,Liga MX,28/02/2015,Club America,Leones Negros,0,1,A,,,,,,,,,,,,,,,1.45,4.04,7.21
2014/2015,Liga MX,28/02/2015,Puebla,Queretaro,4,1,H,,,,,,,,,,,,,,,2.32,3.02,3.16
2014/2015,Liga MX,01/03/2015,U.A.N.L.- Tigres,U.N.A.M.- Pumas,3,0,H,,,,,,,,,,,,,,,1.78,3.35,4.68
2014/2015,Liga MX,01/03/2015,Club Leon,Santos Laguna,2,1,H,,,,,,,,,,,,,,,2.13,3.36,3.24
2014/2015,Liga MX,01/03/2015,Atlas,Veracruz,0,3,A,,,,,,,,,,,,,,,2.67,2.97,2.73
2014/2015,Liga MX,01/03/2015,Toluca,Cruz Azul,1,0,H,,,,,,,,,,,,,,,2.63,2.99,2.76
2014/2015,Liga MX,01/03/2015,Guadalajara Chivas,Monterrey,3,0,H,,,,,,,,,,,,,,,2.31,3.04,3.18
2014/2015,Liga MX,07/03/2015,Veracruz,Club Leon,1,0,H,,,,,,,,,,,,,,,2.57,3.1,2.73
2014/2015,Liga MX,07/03/2015,Queretaro,Guadalajara Chivas,1,0,H,,,,,,,,,,,,,,,2.25,3.02,3.35
2014/2015,Liga MX,07/03/2015,Cruz Azul,Atlas,1,1,D,,,,,,,,,,,,,,,1.76,3.33,4.84
2014/2015,Liga MX,08/03/2015,Monterrey,Toluca,3,2,H,,,,,,,,,,,,,,,2.42,3.06,2.99
2014/2015,Liga MX,08/03/2015,Santos Laguna,Club Tijuana,1,1,D,,,,,,,,,,,,,,,2,3.37,3.56
2014/2015,Liga MX,08/03/2015,Pachuca,Club America,0,0,D,,,,,,,,,,,,,,,3.24,3.22,2.19
2014/2015,Liga MX,08/03/2015,Chiapas,Puebla,2,2,D,,,,,,,,,,,,,,,2.05,3.19,3.63
2014/2015,Liga MX,08/03/2015,U.N.A.M.- Pumas,Monarcas,2,1,H,,,,,,,,,,,,,,,2.17,3.17,3.37
2014/2015,Liga MX,08/03/2015,Leones Negros,U.A.N.L.- Tigres,2,1,H,,,,,,,,,,,,,,,3.06,2.92,2.47
2014/2015,Liga MX,14/03/2015,Monarcas,Leones Negros,0,1,A,,,,,,,,,,,,,,,2.3,3.06,3.17
2014/2015,Liga MX,14/03/2015,Club Tijuana,Veracruz,3,1,H,,,,,,,,,,,,,,,1.86,3.36,4.18
2014/2015,Liga MX,14/03/2015,Club America,Santos Laguna,1,0,H,,,,,,,,,,,,,,,1.67,3.62,4.98
2014/2015,Liga MX,14/03/2015,Puebla,Guadalajara Chivas,1,2,A,,,,,,,,,,,,,,,2.41,3.01,3.03
2014/2015,Liga MX,15/03/2015,U.A.N.L.- Tigres,Pachuca,2,1,H,,,,,,,,,,,,,,,1.84,3.35,4.32
2014/2015,Liga MX,15/03/2015,Club Leon,Cruz Azul,2,2,D,,,,,,,,,,,,,,,2.49,3.09,2.83
2014/2015,Liga MX,15/03/2015,Atlas,Monterrey,2,1,H,,,,,,,,,,,,,,,2.22,3.07,3.33
2014/2015,Liga MX,15/03/2015,Chiapas,U.N.A.M.- Pumas,0,2,A,,,,,,,,,,,,,,,2.01,3.24,3.72
2014/2015,Liga MX,15/03/2015,Toluca,Queretaro,1,0,H,,,,,,,,,,,,,,,2.11,3.2,3.48
2014/2015,Liga MX,21/03/2015,Queretaro,Atlas,2,0,H,,,,,,,,,,,,,,,2.21,3.07,3.38
2014/2015,Liga MX,21/03/2015,Veracruz,Club America,4,0,H,,,,,,,,,,,,,,,3.26,3.01,2.29
2014/2015,Liga MX,21/03/2015,Santos Laguna,U.A.N.L.- Tigres,2,2,D,,,,,,,,,,,,,,,2.42,3.07,2.95
2014/2015,Liga MX,21/03/2015,Cruz Azul,Club Tijuana,2,1,H,,,,,,,,,,,,,,,1.84,3.37,4.25
2014/2015,Liga MX,22/03/2015,Monterrey,Club Leon,5,1,H,,,,,,,,,,,,,,,2.26,3.24,3.08
2014/2015,Liga MX,22/03/2015,Pachuca,Monarcas,2,0,H,,,,,,,,,,,,,,,1.95,3.42,3.72
2014/2015,Liga MX,22/03/2015,Leones Negros,Chiapas,0,1,A,,,,,,,,,,,,,,,2.42,3.06,2.97
2014/2015,Liga MX,22/03/2015,U.N.A.M.- Pumas,Puebla,2,1,H,,,,,,,,,,,,,,,2.16,3.16,3.37
2014/2015,Liga MX,22/03/2015,Guadalajara Chivas,Toluca,1,0,H,,,,,,,,,,,,,,,2.32,3.06,3.14
2014/2015,Liga MX,04/04/2015,Monarcas,Santos Laguna,0,1,A,,,,,,,,,,,,,,,2.42,3.21,2.84
2014/2015,Liga MX,05/04/2015,Club America,Cruz Azul,1,0,H,,,,,,,,,,,,,,,2.08,3.16,3.57
2014/2015,Liga MX,05/04/2015,Puebla,Toluca,0,1,A,,,,,,,,,,,,,,,2.42,3.07,2.95
2014/2015,Liga MX,05/04/2015,Chiapas,Pachuca,2,2,D,,,,,,,,,,,,,,,2.15,3.24,3.3
2014/2015,Liga MX,05/04/2015,U.A.N.L.- Tigres,Veracruz,3,1,H,,,,,,,,,,,,,,,1.76,3.37,4.7
2014/2015,Liga MX,05/04/2015,Club Leon,Queretaro,4,5,A,,,,,,,,,,,,,,,1.9,3.4,3.89
2014/2015,Liga MX,05/04/2015,Atlas,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,2.38,2.95,3.14
2014/2015,Liga MX,05/04/2015,Club Tijuana,Monterrey,3,4,A,,,,,,,,,,,,,,,2.02,3.35,3.55
2014/2015,Liga MX,05/04/2015,U.N.A.M.- Pumas,Leones Negros,2,0,H,,,,,,,,,,,,,,,1.97,3.2,3.92
2014/2015,Liga MX,11/04/2015,Queretaro,Club Tijuana,2,1,H,,,,,,,,,,,,,,,2.11,3.28,3.39
2014/2015,Liga MX,11/04/2015,Veracruz,Monarcas,1,1,D,,,,,,,,,,,,,,,1.8,3.41,4.39
2014/2015,Liga MX,11/04/2015,Santos Laguna,Chiapas,4,3,H,,,,,,,,,,,,,,,1.94,3.39,3.76
2014/2015,Liga MX,11/04/2015,Cruz Azul,U.A.N.L.- Tigres,2,0,H,,,,,,,,,,,,,,,2,3.26,3.73
2014/2015,Liga MX,12/04/2015,Monterrey,Club America,1,1,D,,,,,,,,,,,,,,,2.92,3.21,2.37
2014/2015,Liga MX,12/04/2015,Pachuca,U.N.A.M.- Pumas,3,1,H,,,,,,,,,,,,,,,1.98,3.33,3.67
2014/2015,Liga MX,12/04/2015,Leones Negros,Puebla,1,1,D,,,,,,,,,,,,,,,2.38,2.98,3.11
2014/2015,Liga MX,12/04/2015,Toluca,Atlas,0,0,D,,,,,,,,,,,,,,,1.93,3.24,3.98
2014/2015,Liga MX,12/04/2015,Guadalajara Chivas,Club Leon,1,0,H,,,,,,,,,,,,,,,2.25,3.2,3.14
2014/2015,Liga MX,18/04/2015,Monarcas,Cruz Azul,2,0,H,,,,,,,,,,,,,,,3.78,3.22,2
2014/2015,Liga MX,18/04/2015,Chiapas,Veracruz,1,1,D,,,,,,,,,,,,,,,2.03,3.26,3.57
2014/2015,Liga MX,18/04/2015,Club Tijuana,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,1.95,3.35,3.8
2014/2015,Liga MX,18/04/2015,Club America,Queretaro,0,4,A,,,,,,,,,,,,,,,1.58,3.78,5.61
2014/2015,Liga MX,18/04/2015,Puebla,Atlas,0,1,A,,,,,,,,,,,,,,,2.21,3.12,3.3
2014/2015,Liga MX,19/04/2015,U.A.N.L.- Tigres,Monterrey,3,0,H,,,,,,,,,,,,,,,1.89,3.42,3.93
2014/2015,Liga MX,19/04/2015,Club Leon,Toluca,1,1,D,,,,,,,,,,,,,,,2.08,3.33,3.39
2014/2015,Liga MX,19/04/2015,U.N.A.M.- Pumas,Santos Laguna,1,0,H,,,,,,,,,,,,,,,2.32,3.26,2.95
2014/2015,Liga MX,19/04/2015,Leones Negros,Pachuca,1,1,D,,,,,,,,,,,,,,,2.56,3.05,2.8
2014/2015,Liga MX,25/04/2015,Queretaro,U.A.N.L.- Tigres,1,3,A,,,,,,,,,,,,,,,2.72,3.07,2.61
2014/2015,Liga MX,25/04/2015,Veracruz,U.N.A.M.- Pumas,3,3,D,,,,,,,,,,,,,,,2.12,3.15,3.48
2014/2015,Liga MX,25/04/2015,Santos Laguna,Leones Negros,1,0,H,,,,,,,,,,,,,,,1.74,3.49,4.7
2014/2015,Liga MX,25/04/2015,Cruz Azul,Chiapas,0,1,A,,,,,,,,,,,,,,,1.58,3.64,5.97
2014/2015,Liga MX,26/04/2015,Monterrey,Monarcas,1,0,H,,,,,,,,,,,,,,,1.66,3.56,5.12
2014/2015,Liga MX,26/04/2015,Pachuca,Puebla,2,1,H,,,,,,,,,,,,,,,2.02,3.22,3.75
2014/2015,Liga MX,26/04/2015,Atlas,Club Leon,3,2,H,,,,,,,,,,,,,,,2.29,3.2,3.06
2014/2015,Liga MX,26/04/2015,Toluca,Club Tijuana,2,0,H,,,,,,,,,,,,,,,1.99,3.33,3.65
2014/2015,Liga MX,27/04/2015,Guadalajara Chivas,Club America,1,1,D,,,,,,,,,,,,,,,2.94,3.02,2.47
2014/2015,Liga MX,02/05/2015,Monarcas,Queretaro,1,2,A,,,,,,,,,,,,,,,2.91,3.17,2.39
2014/2015,Liga MX,02/05/2015,Club Tijuana,Atlas,1,2,A,,,,,,,,,,,,,,,2,3.28,3.68
2014/2015,Liga MX,02/05/2015,Puebla,Club Leon,2,0,H,,,,,,,,,,,,,,,2.16,3.21,3.31
2014/2015,Liga MX,03/05/2015,Club America,Toluca,3,1,H,,,,,,,,,,,,,,,1.74,3.41,4.83
2014/2015,Liga MX,03/05/2015,U.A.N.L.- Tigres,Guadalajara Chivas,2,1,H,,,,,,,,,,,,,,,1.75,3.3,4.96
2014/2015,Liga MX,03/05/2015,Pachuca,Santos Laguna,2,3,A,,,,,,,,,,,,,,,2.22,3.33,3.06
2014/2015,Liga MX,03/05/2015,Chiapas,Monterrey,0,2,A,,,,,,,,,,,,,,,2.37,3.24,2.9
2014/2015,Liga MX,03/05/2015,U.N.A.M.- Pumas,Cruz Azul,0,1,A,,,,,,,,,,,,,,,3.11,3.09,2.31
2014/2015,Liga MX,03/05/2015,Leones Negros,Veracruz,1,2,A,,,,,,,,,,,,,,,2.52,3.02,2.86
2014/2015,Liga MX,09/05/2015,Queretaro,Chiapas,1,0,H,,,,,,,,,,,,,,,1.64,3.74,5.06
2014/2015,Liga MX,09/05/2015,Veracruz,Pachuca,1,2,A,,,,,,,,,,,,,,,2.19,3.26,3.18
2014/2015,Liga MX,10/05/2015,Monterrey,U.N.A.M.- Pumas,2,2,D,,,,,,,,,,,,,,,1.63,3.81,5.07
2014/2015,Liga MX,10/05/2015,Club Leon,Club Tijuana,6,2,H,,,,,,,,,,,,,,,2.52,3.33,2.63
2014/2015,Liga MX,10/05/2015,Cruz Azul,Leones Negros,0,2,A,,,,,,,,,,,,,,,1.47,3.93,7.22
2014/2015,Liga MX,10/05/2015,Santos Laguna,Puebla,2,2,D,,,,,,,,,,,,,,,1.73,3.61,4.49
2014/2015,Liga MX,10/05/2015,Atlas,Club America,1,2,A,,,,,,,,,,,,,,,2.91,3.17,2.4
2014/2015,Liga MX,10/05/2015,Toluca,U.A.N.L.- Tigres,0,0,D,,,,,,,,,,,,,,,1.93,3.34,3.85
2014/2015,Liga MX,10/05/2015,Guadalajara Chivas,Monarcas,2,3,A,,,,,,,,,,,,,,,1.81,3.38,4.4
2015/2016,Liga MX,09/01/2016,Queretaro,Atlas,1,3,A,,,,,,,,,,,,,,,1.98,3.25,3.8
2015/2016,Liga MX,09/01/2016,Club Tijuana,Pachuca,1,1,D,,,,,,,,,,,,,,,2.18,3.4,3.12
2015/2016,Liga MX,09/01/2016,Club America,Puebla,0,0,D,,,,,,,,,,,,,,,1.69,3.69,4.74
2015/2016,Liga MX,10/01/2016,Monterrey,U.N.A.M.- Pumas,1,0,H,,,,,,,,,,,,,,,1.86,3.63,3.81
2015/2016,Liga MX,10/01/2016,Club Leon,Santos Laguna,2,0,H,,,,,,,,,,,,,,,2.24,3.36,3.02
2015/2016,Liga MX,10/01/2016,Monarcas,Cruz Azul,2,2,D,,,,,,,,,,,,,,,2.36,3.15,2.99
2015/2016,Liga MX,10/01/2016,Chiapas,Dorados de Sinaloa,1,0,H,,,,,,,,,,,,,,,1.74,3.55,4.57
2015/2016,Liga MX,10/01/2016,Toluca,U.A.N.L.- Tigres,1,0,H,,,,,,,,,,,,,,,2.77,3.1,2.54
2015/2016,Liga MX,10/01/2016,Guadalajara Chivas,Veracruz,2,2,D,,,,,,,,,,,,,,,2.03,3.21,3.68
2015/2016,Liga MX,16/01/2016,Veracruz,Club Leon,1,3,A,,,,,,,,,,,,,,,2.46,3.29,2.75
2015/2016,Liga MX,16/01/2016,Santos Laguna,Chiapas,1,0,H,,,,,,,,,,,,,,,1.85,3.53,4.02
2015/2016,Liga MX,16/01/2016,Cruz Azul,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,2.05,3.28,3.56
2015/2016,Liga MX,17/01/2016,U.A.N.L.- Tigres,Monarcas,2,0,H,,,,,,,,,,,,,,,1.53,3.81,6.47
2015/2016,Liga MX,17/01/2016,Pachuca,Queretaro,1,0,H,,,,,,,,,,,,,,,1.97,3.44,3.61
2015/2016,Liga MX,17/01/2016,Atlas,Club America,0,3,A,,,,,,,,,,,,,,,2.91,3.25,2.36
2015/2016,Liga MX,17/01/2016,Dorados de Sinaloa,Club Tijuana,0,1,A,,,,,,,,,,,,,,,2.58,3.18,2.69
2015/2016,Liga MX,17/01/2016,U.N.A.M.- Pumas,Toluca,3,2,H,,,,,,,,,,,,,,,2.09,3.36,3.37
2015/2016,Liga MX,17/01/2016,Puebla,Monterrey,1,3,A,,,,,,,,,,,,,,,2.72,3.23,2.52
2015/2016,Liga MX,23/01/2016,Queretaro,Dorados de Sinaloa,3,0,H,,,,,,,,,,,,,,,1.58,3.72,5.81
2015/2016,Liga MX,23/01/2016,Club Tijuana,Santos Laguna,1,3,A,,,,,,,,,,,,,,,2.23,3.33,3.05
2015/2016,Liga MX,23/01/2016,Club America,Pachuca,1,4,A,,,,,,,,,,,,,,,1.83,3.61,3.96
2015/2016,Liga MX,24/01/2016,Monterrey,Atlas,1,0,H,,,,,,,,,,,,,,,1.55,3.93,5.6
2015/2016,Liga MX,24/01/2016,Club Leon,Cruz Azul,3,2,H,,,,,,,,,,,,,,,2.14,3.25,3.33
2015/2016,Liga MX,24/01/2016,Monarcas,Toluca,1,1,D,,,,,,,,,,,,,,,2.42,3.22,2.82
2015/2016,Liga MX,24/01/2016,Chiapas,Veracruz,1,1,D,,,,,,,,,,,,,,,2.57,3.13,2.72
2015/2016,Liga MX,24/01/2016,U.N.A.M.- Pumas,Puebla,0,1,A,,,,,,,,,,,,,,,1.81,3.58,4.15
2015/2016,Liga MX,24/01/2016,Guadalajara Chivas,U.A.N.L.- Tigres,2,2,D,,,,,,,,,,,,,,,3.32,3.07,2.23
2015/2016,Liga MX,30/01/2016,Santos Laguna,Queretaro,2,0,H,,,,,,,,,,,,,,,1.63,3.75,5.15
2015/2016,Liga MX,30/01/2016,Veracruz,Club Tijuana,2,2,D,,,,,,,,,,,,,,,2.27,3.24,3.05
2015/2016,Liga MX,30/01/2016,Cruz Azul,Chiapas,2,1,H,,,,,,,,,,,,,,,1.77,3.57,4.36
2015/2016,Liga MX,31/01/2016,Monarcas,Guadalajara Chivas,2,0,H,,,,,,,,,,,,,,,2.2,3.27,3.18
2015/2016,Liga MX,31/01/2016,U.A.N.L.- Tigres,Club Leon,3,1,H,,,,,,,,,,,,,,,1.51,3.93,6.39
2015/2016,Liga MX,31/01/2016,Pachuca,Monterrey,3,1,H,,,,,,,,,,,,,,,2.03,3.43,3.44
2015/2016,Liga MX,31/01/2016,Atlas,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,2.52,3.16,2.76
2015/2016,Liga MX,31/01/2016,Dorados de Sinaloa,Club America,0,3,A,,,,,,,,,,,,,,,3.35,3.23,2.14
2015/2016,Liga MX,31/01/2016,Toluca,Puebla,1,1,D,,,,,,,,,,,,,,,1.67,3.66,4.86
2015/2016,Liga MX,06/02/2016,Queretaro,Veracruz,2,1,H,,,,,,,,,,,,,,,1.86,3.44,4.08
2015/2016,Liga MX,06/02/2016,Chiapas,U.A.N.L.- Tigres,1,3,A,,,,,,,,,,,,,,,4.54,3.44,1.77
2015/2016,Liga MX,06/02/2016,Club Tijuana,Cruz Azul,1,1,D,,,,,,,,,,,,,,,2.32,3.21,3
2015/2016,Liga MX,06/02/2016,Club America,Santos Laguna,2,0,H,,,,,,,,,,,,,,,1.8,3.59,4.13
2015/2016,Liga MX,07/02/2016,Monterrey,Dorados de Sinaloa,3,0,H,,,,,,,,,,,,,,,1.35,4.72,8.22
2015/2016,Liga MX,07/02/2016,Puebla,Atlas,4,1,H,,,,,,,,,,,,,,,3,3.13,2.37
2015/2016,Liga MX,07/02/2016,Club Leon,Monarcas,1,2,A,,,,,,,,,,,,,,,1.89,3.6,3.71
2015/2016,Liga MX,07/02/2016,Guadalajara Chivas,Toluca,1,1,D,,,,,,,,,,,,,,,2.36,3.21,2.93
2015/2016,Liga MX,07/02/2016,U.N.A.M.- Pumas,Pachuca,1,1,D,,,,,,,,,,,,,,,2.42,3.34,2.75
2015/2016,Liga MX,13/02/2016,Veracruz,Club America,1,1,D,,,,,,,,,,,,,,,3.45,3.26,2.09
2015/2016,Liga MX,13/02/2016,Toluca,Atlas,1,1,D,,,,,,,,,,,,,,,1.8,3.49,4.3
2015/2016,Liga MX,13/02/2016,Santos Laguna,Monterrey,1,2,A,,,,,,,,,,,,,,,2.34,3.31,2.9
2015/2016,Liga MX,13/02/2016,Cruz Azul,Queretaro,2,1,H,,,,,,,,,,,,,,,1.91,3.39,3.89
2015/2016,Liga MX,14/02/2016,U.A.N.L.- Tigres,Club Tijuana,1,2,A,,,,,,,,,,,,,,,1.45,4.18,7.08
2015/2016,Liga MX,14/02/2016,Dorados de Sinaloa,U.N.A.M.- Pumas,2,3,A,,,,,,,,,,,,,,,3.28,3.05,2.26
2015/2016,Liga MX,14/02/2016,Guadalajara Chivas,Club Leon,0,1,A,,,,,,,,,,,,,,,2.29,3.29,2.99
2015/2016,Liga MX,15/02/2016,Pachuca,Puebla,5,2,H,,,,,,,,,,,,,,,1.64,3.78,4.94
